,match_id,assists,baron_kills,bounty_level,champion_experience,consumables_purchased,damage_dealt_to_buildings,damage_dealt_to_objectives,damage_dealt_to_turrets,damage_self_mitigated,deaths,double_kills,dragon_kills,duration,first_blood_assist,first_blood_kill,first_tower_assist,first_tower_kill,gold_earned,gold_spent,inhibitor_kills,inhibitor_takedowns,inhibitors_lost,kda,killing_sprees,kills,largest_critical_strike,largest_killing_spree,largest_multi_kill,level,longest_time_spent_living,magic_damage_dealt,magic_damage_dealt_to_champions,magic_damage_taken,neutral_minions_killed,nexus_kills,nexus_lost,nexus_takedowns,objectives_stolen,objectives_stolen_assists,penta_kills,physical_damage_dealt,physical_damage_dealt_to_champions,physical_damage_taken,quadra_kills,sight_wards_bought,spell_1_casts,spell_2_casts,spell_3_casts,spell_4_casts,summoner_spell_1_casts,summoner_spell_2_casts,time_CCing_others,time_played,total_damage_dealt,total_damage_dealt_to_champions,total_damage_shielded_on_teammates,total_damage_taken,total_heal,total_heals_on_teammates,total_minions_killed,total_time_cc_dealt,total_time_spent_dead,total_units_healed,triple_kills,true_damage_dealt,true_damage_dealt_to_champions,true_damage_taken,turret_kills,turret_takedowns,turrets_lost,vision_score,vision_wards_bought,vision_wards_placed,wards_killed,wards_placed,win
36,6990136671,6.354009077155825,0.0,0,11394.553706505296,2.7231467473524966,1780.9379727685327,8586.08169440242,1780.9379727685327,20814.826021180033,6.354009077155825,0.9077155824508322,0.0,33.05,False,False,False,False,11034.190620272317,10874.43267776097,0.0,0.0,0.9077155824508322,1.7142857142857142,0.9077155824508322,4.538577912254161,0.0,1.8154311649016643,1.8154311649016643,14,492.8895612708019,57629.954614220886,15645.385779122544,11107.715582450834,0.0,0.0,0.9077155824508322,0.0,0.0,0.0,0.0,110195.76399394858,20193.948562783662,15786.989409984873,0.0,0.0,95.31013615733738,61.72465960665659,83.50983358547656,10.892586989409986,4.538577912254161,6.354009077155825,4.538577912254161,1800.0000000000002,170714.069591528,36516.49016641453,0.0,27230.559757942516,3711.649016641453,0.0,198.78971255673224,59.00151285930409,161.57337367624814,0.9077155824508322,0.0,2888.350983358548,677.1558245083208,334.9470499243571,0.0,1.8154311649016643,7.261724659606657,18.154311649016645,0.0,0.0,0.9077155824508322,9.984871406959154,False
37,6990055577,8.914903196758218,0.0,1,15576.767221972084,3.2417829806393517,5212.787032868077,16152.18370103557,5212.787032868077,17615.038271049078,7.294011706438541,0.8104457451598379,0.0,37.016666666666666,False,False,False,False,14485.907248986943,13291.310220621343,0.0,0.0,0.0,2.4444444444444446,2.4313372354795137,8.914903196758218,0.0,3.2417829806393517,2.4313372354795137,18,345.249887438091,85280.77442593426,21193.96668167492,8808.734804142277,8.914903196758218,0.0,0.0,0.8104457451598379,0.0,0.0,0.0,126590.00450247637,13987.483115713643,14917.874831157136,0.0,0.0,89.14903196758218,49.437190454750116,79.42368302566412,8.104457451598378,4.052228725799189,6.483565961278703,3.2417829806393517,1800.0,216976.5871229176,35717.964880684376,0.0,24482.755515533543,2713.372354795137,0.0,221.25168842863576,72.12967131922558,267.4470959027465,0.8104457451598379,0.8104457451598379,5105.808194506979,536.5150832958127,755.335434488969,3.2417829806393517,4.052228725799189,4.8626744709590275,22.692480864475463,0.8104457451598379,0.8104457451598379,1.6208914903196758,11.346240432237732,True
38,6990003526,9.129332206255285,0.0,1,13821.8089602705,6.086221470836856,4911.580726965342,5958.410819949282,4911.580726965342,7350.633981403213,4.564666103127642,0.0,0.0,19.716666666666665,False,False,False,False,11796.618765849536,9783.601014370246,0.0,0.0,0.0,2.6666666666666665,0.0,3.043110735418428,0.0,0.0,1.521555367709214,12,558.4108199492815,25845.13947590871,7642.772612003381,3720.202874049028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104261.53846153847,11938.123415046493,8567.878275570583,0.0,0.0,83.68554522400677,45.646661031276416,39.56043956043956,6.086221470836856,4.564666103127642,6.086221470836856,1.521555367709214,1800.0,138706.50887573964,19765.00422654269,0.0,13435.33389687236,2417.751479289941,0.0,235.84108199492817,36.51732882502114,68.46999154691463,1.521555367709214,0.0,8598.309382924768,182.58664412510566,1145.731191885038,1.521555367709214,1.521555367709214,3.043110735418428,22.823330515638208,1.521555367709214,1.521555367709214,1.521555367709214,12.172442941673712,True
39,6989950236,5.934065934065934,0.0,0,13686.923076923078,2.967032967032967,3751.3186813186817,4457.472527472528,3751.3186813186817,18629.01098901099,8.901098901098901,0.0,0.0,30.333333333333332,False,True,False,True,13077.692307692309,12614.835164835165,0.0,0.0,1.978021978021978,1.4444444444444444,0.989010989010989,6.923076923076923,0.0,1.978021978021978,0.989010989010989,15,309.5604395604396,66709.78021978022,15672.857142857143,4655.274725274726,3.956043956043956,0.0,0.989010989010989,0.0,0.0,0.0,0.0,122606.7032967033,20346.923076923078,18455.934065934067,0.0,0.0,105.82417582417582,58.35164835164835,76.15384615384616,8.901098901098901,4.945054945054945,6.923076923076923,2.967032967032967,1800.0,190030.54945054947,36642.857142857145,0.0,25276.153846153848,2796.923076923077,0.0,227.47252747252747,27.692307692307693,232.41758241758242,0.989010989010989,0.0,713.0769230769231,622.0879120879121,2163.956043956044,0.989010989010989,2.967032967032967,9.89010989010989,14.835164835164836,0.989010989010989,0.0,0.989010989010989,9.89010989010989,False
40,6989229525,9.331797235023043,0.0,0,16156.451612903227,1.0368663594470047,1451.6129032258066,9829.493087557605,1451.6129032258066,13014.746543778803,5.184331797235023,1.0368663594470047,0.0,28.933333333333334,False,False,False,False,13307.142857142859,12908.986175115208,1.0368663594470047,1.0368663594470047,0.0,3.6,2.0737327188940093,9.331797235023043,0.0,5.184331797235023,2.0737327188940093,16,608.6405529953918,56343.31797235023,21286.866359447005,8753.225806451614,4.147465437788019,0.0,0.0,0.0,0.0,0.0,0.0,93125.11520737328,17981.336405529953,9889.631336405531,0.0,0.0,83.98617511520737,53.91705069124424,66.3594470046083,9.331797235023043,5.184331797235023,5.184331797235023,9.331797235023043,1800.0,158582.48847926268,40757.14285714286,0.0,19399.769585253456,6623.502304147466,0.0,191.82027649769586,74.65437788018434,82.94930875576037,1.0368663594470047,0.0,9113.018433179725,1487.9032258064517,755.8755760368664,0.0,0.0,2.0737327188940093,13.47926267281106,0.0,0.0,0.0,9.331797235023043,True
41,6989201483,7.431874483897605,0.0,1,12992.402972749793,5.945499587118084,5926.17671345995,15424.11230388109,5926.17671345995,14469.859620148636,5.945499587118084,0.0,0.0,20.183333333333334,True,False,False,False,16124.194880264244,14306.358381502889,0.0,1.486374896779521,0.0,4.5,2.972749793559042,19.322873658133773,0.0,8.918249380677125,1.486374896779521,12,683.7324525185796,57848.224607762175,16428.901734104045,2057.142857142857,20.809248554913292,0.0,0.0,1.486374896779521,0.0,0.0,0.0,118773.24525185797,22707.34929810074,20146.325350949628,0.0,0.0,107.01899256812551,49.05037159372419,72.83236994219652,8.918249380677125,5.945499587118084,5.945499587118084,8.918249380677125,1799.9999999999998,179799.33938893475,40254.00495458299,0.0,22976.383154417836,2332.1222130470683,0.0,206.6061106523534,167.96036333608586,132.28736581337736,1.486374896779521,0.0,3177.8695293146156,1117.7539223781998,772.9149463253509,2.972749793559042,7.431874483897605,0.0,23.781998348472335,2.972749793559042,1.486374896779521,7.431874483897605,10.404624277456646,True
42,6989085673,15.56420233463035,0.0,2,16455.252918287937,2.3346303501945527,2761.8677042801555,18856.03112840467,2761.8677042801555,18989.10505836576,8.560311284046692,2.3346303501945527,0.0,38.55,False,False,False,False,14161.089494163425,14221.789883268482,0.0,0.0,0.7782101167315175,3.3636363636363638,3.11284046692607,13.229571984435799,0.0,5.447470817120623,1.556420233463035,18,757.1984435797666,95264.59143968872,24653.696498054476,11038.132295719844,6.22568093385214,0.0,0.0,0.0,0.0,0.0,0.0,112908.17120622568,17738.52140077821,18217.898832684827,0.0,0.0,90.27237354085604,60.70038910505836,68.48249027237354,10.894941634241246,4.669260700389105,5.447470817120623,1.556420233463035,1800.0,209941.63424124513,43694.941634241244,0.0,30441.24513618677,3351.750972762646,0.0,174.31906614785993,37.35408560311284,354.863813229572,0.7782101167315175,0.0,1768.8715953307394,1301.9455252918287,1183.657587548638,0.7782101167315175,2.3346303501945527,4.669260700389105,23.346303501945524,0.7782101167315175,0.7782101167315175,3.11284046692607,10.894941634241246,True
43,6989049943,7.366984993178717,0.0,0,13929.740791268758,3.6834924965893583,4630.1500682128235,13740.654843110504,4630.1500682128235,15948.294679399725,9.822646657571623,2.4556616643929057,0.0,24.433333333333334,False,False,False,False,16908.45839017735,16974.761255115962,0.0,0.0,1.2278308321964528,2.875,4.911323328785811,20.8731241473397,0.0,4.911323328785811,3.6834924965893583,13,289.7680763983629,66315.14324693041,20494.95225102319,798.0900409276943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99008.59481582537,23386.493860845836,22599.454297407912,0.0,0.0,84.72032742155524,46.65757162346521,67.53069577080491,9.822646657571623,6.139154160982264,7.366984993178717,2.4556616643929057,1799.9999999999998,170060.7094133697,44233.83356070941,0.0,24296.31650750341,2933.287858117326,0.0,191.54160982264665,29.467939972714866,265.2114597544338,1.2278308321964528,1.2278308321964528,4736.971350613915,351.15961800818553,897.544338335607,2.4556616643929057,2.4556616643929057,9.822646657571623,14.733969986357433,1.2278308321964528,0.0,0.0,9.822646657571623,False
44,6986630599,1.1889035667107002,0.0,0,8877.542932628798,2.3778071334214004,65.38969616908851,65.38969616908851,65.38969616908851,12395.50858652576,7.133421400264201,1.1889035667107002,0.0,25.233333333333334,False,False,False,False,10127.080581241744,9808.454425363276,0.0,0.0,1.1889035667107002,1.0,2.3778071334214004,5.944517833553501,0.0,3.5667107001321003,2.3778071334214004,11,657.4636723910172,25178.59973579921,7440.158520475562,3940.0264200792603,0.0,0.0,1.1889035667107002,0.0,0.0,0.0,0.0,69756.53896961691,12414.531043593131,15656.671070013212,0.0,0.0,79.65653896961692,49.93394980184941,49.93394980184941,7.133421400264201,5.944517833553501,4.755614266842801,1.1889035667107002,1800.0,98752.70805812418,20138.83751651255,0.0,19965.25759577279,2422.985468956407,0.0,172.39101717305152,23.778071334214005,154.55746367239104,1.1889035667107002,0.0,3817.5693527080584,282.95904887714664,366.18229854689565,0.0,0.0,9.511228533685602,16.644649933949804,0.0,0.0,1.1889035667107002,9.511228533685602,False
45,6986033151,6.318560772268539,0.7898200965335673,0,15076.086002632734,1.5796401930671347,3400.1755155770074,14868.363317244404,3400.1755155770074,15013.690215006582,7.898200965335674,0.0,0.0,37.983333333333334,False,False,False,False,13489.337428696796,13446.687143483983,0.7898200965335673,1.5796401930671347,0.0,2.0,1.5796401930671347,9.477841158402807,0.0,3.949100482667837,0.7898200965335673,18,425.7130320315928,92348.92496709083,8611.408512505484,12208.24923211935,46.59938569548047,0.0,0.0,0.0,0.0,0.0,0.0,137254.1465555068,11633.260201842913,15785.344449319877,0.0,0.0,92.40895129442738,45.809565598946904,59.23650724001755,5.528740675734971,4.7389205792014035,4.7389205792014035,3.949100482667837,1800.0,232163.66827555944,20555.857832382622,0.0,28842.65028521281,4888.986397542782,0.0,168.23168056164985,120.8424747696358,157.1741992101799,0.7898200965335673,0.0,2560.596752961825,311.18911803422554,848.2667836770513,1.5796401930671347,2.3694602896007018,3.1592803861342693,23.69460289600702,0.7898200965335673,0.7898200965335673,0.0,11.057481351469942,True
